x y
205.38106410199356 893.7082331651029
492.977201644429 710.2790846274138
303.4270603631231 1309.2056719961547
1193.5647594428724 498.3659511912613
388.26455909759596 1193.3024190213644
404.4214074915143 1222.2341951874557
1390.305596970882 404.0688506410561
1400.406988030796 393.36105045144836
900.7921979653892 1394.4596037789172
1201.4904872076181 502.889271426123
1210.7159733340866 515.2760579306631
1408.3510805450614 408.0668849876231
1286.079771439668 199.6157421921785
1303.1063195629447 205.15899119431532
1000.7014292992413 297.37771924878723
1307.2653148293678 201.8215651717474
215.54588239305482 883.29996569084
898.6047755926999 1395.3508941597809
390.074051421867 1203.0064772072087
1202.653946403084 504.72448937471955
404.5940741170522 1189.335564473244
1005.8864293438775 290.100885584436
984.6359341351919 290.10626950416616
497.23008002662226 691.1645075513378
1394.908730952892 395.69840206104544
1005.7641094763792 315.2015827724339
584.900931528767 800.2060719692013
502.96680357193776 710.9125872914706
505.84495512061795 696.7122237209112
1090.3518888263707 1091.0975461737144
898.9936438383967 1398.5442050554095
203.73982137637535 904.490981094767
898.8895833551214 1398.6519515211892
1197.5898221580303 505.81947839054675
1205.9489777958165 488.10452572420735
900.5308774011654 1401.4043060007718
304.0240974035615 1286.6491300819373
985.5845765727432 293.1918492217264
294.34204770160363 1304.0028540393166
209.17496932838404 886.8339843597361
1393.672142573325 398.2480981812466
307.9705703880723 1304.810361432266
196.93833473630622 906.4564506798063
1000.0172471502366 297.3355691641912
1105.3108758355872 1103.3958929800276
603.7052722471814 805.9495521111054
1287.6857434024628 201.5538464958079
501.1758786799616 675.4865485971767
1380.671213908909 409.48902848973177
199.65713201144524 900.3427219293633
1304.5911237213506 178.81613802068958
1099.0225545810836 1093.8919142322018
1310.5917471760717 200.06049693254948
1308.2777282894585 211.8812398779614
208.71762216547106 902.7328767829747
505.7174232038104 699.3128811718063
902.5070533778612 1416.7677109242625
491.614215734503 689.4918168454793
600.8132941477153 805.2202983401756
1100.9531139704227 1102.920350100449
399.4947329135857 1203.6113460234535
1113.2476408655295 1100.3330126569226
296.1034415148876 1304.048110237899
1295.5161245623428 197.12370198636458
1097.6001229819522 1102.2515584112261
388.0179922125598 1191.191396146205
1200.0748932156366 508.81102913129
404.9786151694588 1208.8688386110546
606.688990858248 805.70230949267
916.3942452943113 1389.8997382503878
1007.8855294701038 304.8305321977346
1179.0030101700454 494.96745796867424
1200.454177317276 506.9432615861507
1301.043812021569 199.41164019322682
315.0035461755697 1295.3215571159799
297.7533252774194 1308.5279940248856
201.15267913656788 909.8259030405374
588.4698234602495 791.7234460534638
310.43264917592063 1305.7156717648977
897.7947050899656 1400.6746194945829
395.0841971458019 1202.155209814989
1009.8515628383896 309.93598819425966
894.7216360429654 1396.9000677658323
994.5053823886038 298.72349613764493
1009.7277071328787 320.34172912931007
1107.827421247229 1089.907570367213
1105.256528869823 1102.0776845101213
596.350120975669 791.1063520075592
501.7764266685243 688.0805160302699
412.85623251591136 1205.6840307379093
194.39344748574453 883.0389653470227
1404.8528075943436 419.91964665672657
618.180864306194 788.6012703704266
908.8605956744635 1391.0088420721258
1383.51610965689 408.94863429326927
1103.2975138134257 1081.6452495810909
1420.658256236819 414.3127878849921
495.06006709728547 698.2028729050265
1096.2912892006634 1104.4763600645465
500.7031620616535 693.8673598825434
1299.1165077061585 187.7977990145295
300.4200565507721 1300.3333619593543
596.4193074084205 796.9542325714378
206.66027860496777 892.6733811006425
402.58279505453464 1205.1862565619856
608.8446609935803 810.4087625470615
293.6156421026533 1296.0443027668923
1210.159558270771 502.7142899951565
604.7487300865256 808.4125330757968
1406.99728996863 414.75398316865994
